               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 156,           0.0019805,           0.0015318,            0.017162,             0.78308,             0.83837,             0.88221,             0.88221,          0.00060456,           0.0031526,           0.0054781,            0.004885,            0.004885,            0.004885
                 157,           0.0019244,           0.0014942,            0.016919,              0.7783,             0.84262,             0.88434,             0.88434,          0.00060208,           0.0031583,           0.0054742,            0.004852,            0.004852,            0.004852
                 158,           0.0019752,           0.0015225,            0.017196,             0.77791,             0.83982,             0.88278,             0.88278,          0.00060157,           0.0031607,           0.0054657,            0.004819,            0.004819,            0.004819
                 159,           0.0019066,           0.0014896,            0.016995,             0.77754,              0.8407,             0.87954,             0.87954,          0.00060516,           0.0031515,           0.0054562,            0.004786,            0.004786,            0.004786
                 160,           0.0019262,           0.0014654,            0.017041,             0.77615,             0.84589,             0.88424,             0.88424,          0.00062114,           0.0031458,           0.0054408,            0.004753,            0.004753,            0.004753
                 161,           0.0019382,           0.0014785,             0.01673,             0.77397,             0.83947,             0.88471,             0.88471,           0.0006228,           0.0031463,           0.0054291,             0.00472,             0.00472,             0.00472
                 162,           0.0019952,           0.0014931,             0.01707,             0.77507,             0.84009,             0.88464,             0.88464,          0.00062186,           0.0031556,           0.0054186,            0.004687,            0.004687,            0.004687
                 163,            0.001879,             0.00148,            0.016864,             0.76359,             0.85228,             0.88485,             0.88485,          0.00063129,           0.0031558,           0.0054006,            0.004654,            0.004654,            0.004654
                 164,           0.0019382,           0.0014889,            0.016627,             0.75774,             0.85378,             0.88045,             0.88045,          0.00063417,           0.0031485,           0.0053735,            0.004621,            0.004621,            0.004621
                 165,           0.0019102,           0.0014831,            0.016916,             0.75864,              0.8535,             0.88115,             0.88115,          0.00064247,           0.0031406,           0.0053624,            0.004588,            0.004588,            0.004588
                 166,           0.0018769,            0.001482,            0.016814,             0.75627,             0.85337,             0.87893,             0.87893,          0.00063262,           0.0031343,           0.0053535,            0.004555,            0.004555,            0.004555
                 167,           0.0019253,           0.0014557,            0.016801,             0.75906,             0.85337,              0.8814,              0.8814,          0.00063853,           0.0031283,           0.0053346,            0.004522,            0.004522,            0.004522
                 168,           0.0018521,           0.0014501,            0.016813,             0.75412,             0.85459,             0.88029,             0.88029,           0.0006439,           0.0031272,           0.0053215,            0.004489,            0.004489,            0.004489
                 169,           0.0018335,           0.0014596,             0.01661,             0.75869,             0.84515,              0.8811,              0.8811,          0.00063636,           0.0031242,           0.0052989,            0.004456,            0.004456,            0.004456
                 170,           0.0018606,           0.0014545,            0.016648,             0.74595,             0.85428,             0.88048,             0.88048,           0.0006301,            0.003118,            0.005281,            0.004423,            0.004423,            0.004423
                 171,           0.0018818,           0.0014851,            0.016714,              0.7422,             0.85454,             0.87995,             0.87995,          0.00063633,           0.0031114,           0.0052725,             0.00439,             0.00439,             0.00439
                 172,           0.0017994,           0.0014353,            0.016788,             0.75095,             0.86626,             0.88163,             0.88163,          0.00063281,           0.0031063,           0.0052659,            0.004357,            0.004357,            0.004357
                 173,           0.0018186,           0.0014605,            0.016426,             0.75156,             0.86836,             0.88362,             0.88362,          0.00063559,           0.0031011,           0.0052489,            0.004324,            0.004324,            0.004324
                 174,           0.0018224,           0.0014336,            0.016883,             0.73654,             0.85709,             0.88205,             0.88205,          0.00062771,           0.0031003,           0.0052371,            0.004291,            0.004291,            0.004291
                 175,           0.0018106,           0.0014212,            0.016375,             0.73511,             0.85879,             0.88278,             0.88278,          0.00063948,           0.0031043,           0.0052234,            0.004258,            0.004258,            0.004258
                 176,           0.0018326,           0.0013962,            0.016744,             0.73345,             0.86163,             0.88228,             0.88228,          0.00065163,           0.0031087,           0.0052179,            0.004225,            0.004225,            0.004225
                 177,           0.0018916,           0.0014298,            0.016612,             0.73729,             0.86318,             0.88339,             0.88339,          0.00064134,           0.0031196,           0.0052067,            0.004192,            0.004192,            0.004192
                 178,           0.0017653,           0.0014238,            0.016572,             0.72792,             0.90503,              0.8835,              0.8835,          0.00065271,           0.0031253,           0.0052041,            0.004159,            0.004159,            0.004159
                 179,           0.0018256,           0.0014301,             0.01672,             0.73146,             0.90519,             0.88396,             0.88396,           0.0006598,           0.0031335,           0.0051966,            0.004126,            0.004126,            0.004126
                 180,           0.0018384,            0.001432,             0.01648,             0.73057,              0.9048,              0.8825,              0.8825,          0.00066411,           0.0031349,           0.0051976,            0.004093,            0.004093,            0.004093
                 181,           0.0018481,           0.0014067,              0.0166,             0.73673,             0.88176,             0.88459,             0.88459,          0.00066685,           0.0031349,           0.0051976,             0.00406,             0.00406,             0.00406
                 182,           0.0017837,           0.0014276,            0.016534,             0.73649,             0.88301,             0.88558,             0.88558,           0.0006695,           0.0031283,           0.0051973,            0.004027,            0.004027,            0.004027
                 183,           0.0017553,           0.0014148,            0.016537,             0.73636,             0.87914,             0.88651,             0.88651,          0.00069019,           0.0031218,           0.0052005,            0.003994,            0.003994,            0.003994
                 184,           0.0018559,           0.0014139,             0.01641,             0.73332,             0.87614,              0.8848,              0.8848,          0.00071645,           0.0031204,           0.0052035,            0.003961,            0.003961,            0.003961
                 185,            0.001753,           0.0014224,            0.016069,              0.7359,             0.89477,             0.88532,             0.88532,          0.00071758,           0.0031057,           0.0052044,            0.003928,            0.003928,            0.003928
                 186,           0.0017187,           0.0013927,            0.016453,             0.72445,             0.90215,             0.88574,             0.88574,          0.00071619,           0.0030943,           0.0052103,            0.003895,            0.003895,            0.003895
                 187,           0.0017177,           0.0014051,            0.016324,             0.71962,             0.90238,             0.88544,             0.88544,          0.00072299,           0.0030866,           0.0052165,            0.003862,            0.003862,            0.003862
                 188,           0.0017288,           0.0013792,            0.016352,             0.71796,             0.90539,             0.88545,             0.88545,          0.00072135,           0.0030823,           0.0052146,            0.003829,            0.003829,            0.003829
                 189,           0.0017086,           0.0013925,            0.016074,             0.71103,             0.90638,             0.88377,             0.88377,          0.00072481,           0.0030681,           0.0052234,            0.003796,            0.003796,            0.003796
                 190,           0.0017159,           0.0013867,            0.016457,             0.69752,             0.91482,             0.88232,             0.88232,          0.00074877,           0.0030583,           0.0052234,            0.003763,            0.003763,            0.003763
                 191,           0.0016685,           0.0013699,            0.016385,             0.69862,             0.91993,             0.88224,             0.88224,          0.00076119,           0.0030452,            0.005225,             0.00373,             0.00373,             0.00373
                 192,            0.001731,           0.0013628,            0.016139,              0.7014,             0.92458,             0.88334,             0.88334,          0.00076351,            0.003033,           0.0052264,            0.003697,            0.003697,            0.003697
                 193,            0.001706,           0.0013627,            0.016318,             0.70124,             0.91916,             0.88275,             0.88275,          0.00076773,           0.0030229,            0.005228,            0.003664,            0.003664,            0.003664
                 194,           0.0016661,           0.0013621,            0.016091,             0.71219,             0.90644,             0.88404,             0.88404,          0.00076459,           0.0030174,           0.0052342,            0.003631,            0.003631,            0.003631
                 195,           0.0016965,           0.0013537,            0.016277,             0.71226,             0.90975,             0.88196,             0.88196,          0.00076768,           0.0030152,           0.0052411,            0.003598,            0.003598,            0.003598
                 196,           0.0017251,           0.0013599,            0.016251,             0.70353,             0.91939,             0.88146,             0.88146,          0.00076812,           0.0030182,           0.0052339,            0.003565,            0.003565,            0.003565
                 197,           0.0016654,           0.0013516,            0.016162,             0.69973,             0.92187,             0.87992,             0.87992,          0.00077732,           0.0030131,           0.0052293,            0.003532,            0.003532,            0.003532
                 198,           0.0017415,           0.0013521,            0.016195,             0.70699,             0.92135,             0.87928,             0.87928,           0.0007848,           0.0030052,           0.0052211,            0.003499,            0.003499,            0.003499
                 199,            0.001627,           0.0013632,            0.016064,             0.71504,              0.9206,             0.87945,             0.87945,          0.00078498,           0.0029926,           0.0052179,            0.003466,            0.003466,            0.003466
                 200,           0.0016282,            0.001356,            0.016139,              0.7144,             0.88825,             0.88018,             0.88018,          0.00078057,           0.0029907,           0.0052107,            0.003433,            0.003433,            0.003433
                 201,           0.0016522,           0.0013381,            0.016158,             0.74587,             0.88943,             0.88324,             0.88324,          0.00077711,           0.0029828,           0.0052103,              0.0034,              0.0034,              0.0034
                 202,           0.0016313,           0.0013532,            0.015918,              0.7343,              0.8829,             0.88517,             0.88517,          0.00078352,           0.0029681,           0.0052025,            0.003367,            0.003367,            0.003367
                 203,           0.0015486,           0.0013239,            0.016017,             0.73139,              0.8834,             0.88467,             0.88467,          0.00078016,           0.0029515,            0.005194,            0.003334,            0.003334,            0.003334
                 204,           0.0016163,           0.0013425,            0.015979,             0.72928,               0.876,             0.88483,             0.88483,          0.00077615,           0.0029433,           0.0051832,            0.003301,            0.003301,            0.003301
                 205,           0.0015597,           0.0012973,            0.015964,             0.73044,             0.88242,             0.88524,             0.88524,           0.0007724,           0.0029398,           0.0051734,            0.003268,            0.003268,            0.003268
                 206,           0.0016163,           0.0013065,            0.016088,             0.73456,             0.90238,             0.88593,             0.88593,          0.00076742,            0.002936,           0.0051688,            0.003235,            0.003235,            0.003235
                 207,           0.0015706,           0.0013321,            0.015971,             0.72822,             0.89014,              0.8858,              0.8858,          0.00076701,           0.0029289,           0.0051659,            0.003202,            0.003202,            0.003202
                 208,           0.0015705,           0.0013301,            0.016037,             0.72786,             0.88615,             0.88549,             0.88549,          0.00077053,           0.0029313,           0.0051577,            0.003169,            0.003169,            0.003169
                 209,           0.0015748,           0.0012984,            0.015992,             0.72684,             0.88323,             0.88577,             0.88577,           0.0007839,           0.0029368,           0.0051485,            0.003136,            0.003136,            0.003136
                 210,           0.0015508,           0.0013241,            0.016072,             0.72807,             0.88249,             0.88437,             0.88437,           0.0007826,           0.0029419,           0.0051404,            0.003103,            0.003103,            0.003103
                 211,            0.001506,           0.0012829,            0.015816,             0.73185,             0.88332,             0.88411,             0.88411,          0.00078277,           0.0029441,           0.0051283,             0.00307,             0.00307,             0.00307
                 212,           0.0015707,           0.0013298,            0.015978,             0.73208,             0.88465,             0.88453,             0.88288,          0.00079243,            0.002946,           0.0051129,            0.003037,            0.003037,            0.003037
                 213,           0.0015136,           0.0013071,            0.015938,             0.73223,             0.89132,             0.88484,             0.88484,          0.00078582,           0.0029379,           0.0050998,            0.003004,            0.003004,            0.003004
                 214,           0.0014984,           0.0012622,            0.015711,             0.73283,             0.89109,             0.88469,               0.883,          0.00079697,           0.0029286,           0.0050858,            0.002971,            0.002971,            0.002971
                 215,           0.0014878,           0.0012602,            0.015522,             0.73613,              0.8887,              0.8851,             0.88341,          0.00079933,           0.0029253,           0.0050714,            0.002938,            0.002938,            0.002938
                 216,           0.0015207,           0.0012754,            0.015894,             0.75288,             0.89052,             0.88737,             0.88568,          0.00079138,           0.0029229,           0.0050638,            0.002905,            0.002905,            0.002905
                 217,           0.0014543,           0.0012999,            0.015632,             0.75262,               0.882,             0.88684,             0.88684,          0.00077744,           0.0029169,           0.0050531,            0.002872,            0.002872,            0.002872
                 218,           0.0014897,           0.0012775,            0.015665,             0.75211,             0.88153,             0.88705,             0.88699,          0.00077901,           0.0029093,           0.0050475,            0.002839,            0.002839,            0.002839
                 219,           0.0014918,           0.0012913,            0.015597,             0.75339,             0.87845,             0.88936,             0.88936,          0.00078873,           0.0028975,           0.0050432,            0.002806,            0.002806,            0.002806
                 220,           0.0014581,           0.0012581,            0.015797,             0.75335,             0.87827,              0.8881,             0.88803,          0.00080038,           0.0028913,            0.005037,            0.002773,            0.002773,            0.002773
                 221,           0.0014378,            0.001271,            0.015542,             0.75534,             0.88412,             0.88959,             0.88953,          0.00081356,           0.0028855,           0.0050311,             0.00274,             0.00274,             0.00274
                 222,           0.0014298,           0.0012692,            0.015729,             0.75506,              0.8822,             0.88929,             0.88929,          0.00081895,           0.0028768,           0.0050217,            0.002707,            0.002707,            0.002707
                 223,           0.0014448,           0.0012692,            0.015476,             0.75424,             0.87389,             0.89027,             0.89027,          0.00081991,           0.0028839,           0.0050184,            0.002674,            0.002674,            0.002674
                 224,           0.0014118,           0.0012411,             0.01544,             0.75213,             0.87249,             0.88875,             0.88875,          0.00082605,           0.0028907,           0.0050076,            0.002641,            0.002641,            0.002641
                 225,           0.0014075,            0.001237,            0.015583,             0.75226,             0.87322,             0.88888,             0.88882,          0.00083973,           0.0028888,           0.0049985,            0.002608,            0.002608,            0.002608
                 226,           0.0014386,           0.0012423,            0.015544,             0.75483,             0.87638,             0.88837,             0.88831,          0.00085202,           0.0028875,            0.004988,            0.002575,            0.002575,            0.002575
                 227,           0.0013939,           0.0012299,            0.015655,             0.75502,             0.87918,             0.88835,             0.88829,          0.00085706,           0.0028937,           0.0049805,            0.002542,            0.002542,            0.002542
                 228,           0.0014086,           0.0012586,            0.015278,             0.75372,             0.88342,             0.88819,             0.88813,          0.00084993,           0.0029022,           0.0049785,            0.002509,            0.002509,            0.002509
                 229,           0.0013979,           0.0012329,            0.015517,               0.753,             0.88898,              0.8873,             0.88724,          0.00084217,            0.002903,           0.0049762,            0.002476,            0.002476,            0.002476
                 230,           0.0014037,           0.0012241,            0.015148,             0.75473,             0.88993,             0.88792,             0.88786,          0.00083993,           0.0028954,           0.0049729,            0.002443,            0.002443,            0.002443
                 231,           0.0013536,           0.0012044,            0.015615,             0.75238,             0.89208,             0.88689,             0.88665,          0.00085427,           0.0028875,           0.0049785,             0.00241,             0.00241,             0.00241
                 232,           0.0013518,           0.0012144,            0.015276,             0.75328,             0.89044,             0.88668,             0.88644,          0.00085294,           0.0028817,           0.0049811,            0.002377,            0.002377,            0.002377
                 233,           0.0013203,           0.0012045,            0.015353,             0.75087,             0.89068,             0.88687,             0.88663,          0.00085516,           0.0028831,           0.0049779,            0.002344,            0.002344,            0.002344
                 234,           0.0013479,           0.0012046,            0.015268,             0.75179,             0.89096,             0.88481,             0.88458,           0.0008551,           0.0028839,           0.0049857,            0.002311,            0.002311,            0.002311
                 235,           0.0013613,           0.0012014,            0.015184,             0.75241,             0.89192,             0.88481,             0.88457,           0.0008617,           0.0028825,           0.0049818,            0.002278,            0.002278,            0.002278
                 236,           0.0013142,            0.001209,            0.015119,             0.75138,             0.89202,             0.88576,             0.88551,          0.00086165,           0.0028763,            0.004972,            0.002245,            0.002245,            0.002245
                 237,           0.0013314,           0.0011871,            0.015214,             0.74875,             0.89269,             0.88567,             0.88542,          0.00086066,           0.0028716,           0.0049733,            0.002212,            0.002212,            0.002212
                 238,           0.0013021,           0.0011765,            0.015136,             0.74519,             0.89374,             0.88424,             0.88399,          0.00085936,           0.0028648,           0.0049769,            0.002179,            0.002179,            0.002179
                 239,           0.0012826,           0.0011808,            0.015065,             0.73579,             0.89765,             0.88537,             0.88512,          0.00086464,           0.0028548,           0.0049834,            0.002146,            0.002146,            0.002146
                 240,           0.0012969,           0.0011629,            0.014908,             0.73157,             0.90041,             0.88495,             0.88471,          0.00086845,             0.00284,            0.004987,            0.002113,            0.002113,            0.002113
                 241,           0.0012621,           0.0011758,            0.015094,             0.72941,             0.90318,             0.88446,             0.88421,          0.00087058,           0.0028289,           0.0049828,             0.00208,             0.00208,             0.00208
                 242,           0.0013004,           0.0011609,            0.015146,             0.73107,             0.90701,             0.88588,             0.88563,          0.00087411,            0.002827,           0.0049841,            0.002047,            0.002047,            0.002047
                 243,           0.0012576,           0.0011758,            0.015135,             0.72651,             0.91296,             0.88547,             0.88522,          0.00087594,            0.002818,           0.0049883,            0.002014,            0.002014,            0.002014
                 244,            0.001264,           0.0011615,            0.015062,             0.72581,             0.91546,             0.88489,             0.88464,          0.00087451,           0.0028158,           0.0049867,            0.001981,            0.001981,            0.001981
                 245,           0.0012472,           0.0011501,            0.014867,             0.72777,             0.91539,             0.88626,             0.88601,          0.00086579,           0.0028122,            0.004985,            0.001948,            0.001948,            0.001948
                 246,            0.001238,           0.0011441,            0.014948,             0.72771,             0.91553,             0.88673,             0.88648,          0.00087613,            0.002812,           0.0049808,            0.001915,            0.001915,            0.001915
                 247,           0.0012364,           0.0011367,            0.015219,             0.72791,             0.91704,             0.88651,             0.88626,          0.00087439,           0.0028084,           0.0049788,            0.001882,            0.001882,            0.001882
                 248,           0.0011943,           0.0011167,            0.014597,             0.72812,             0.92055,             0.88666,             0.88641,          0.00087385,           0.0028136,           0.0049775,            0.001849,            0.001849,            0.001849
                 249,           0.0011962,            0.001138,            0.014802,             0.72797,             0.92304,             0.88569,             0.88544,          0.00086812,           0.0028158,           0.0049739,            0.001816,            0.001816,            0.001816
                 250,           0.0011782,           0.0011325,             0.01461,             0.72781,             0.92347,             0.88441,             0.88416,          0.00086415,           0.0028237,           0.0049599,            0.001783,            0.001783,            0.001783
                 251,            0.001172,           0.0011244,            0.014608,             0.72564,             0.92707,             0.88376,              0.8835,          0.00087108,           0.0028234,           0.0049461,             0.00175,             0.00175,             0.00175
                 252,           0.0011612,           0.0011124,            0.014527,             0.72597,              0.9277,               0.884,             0.88374,           0.0008652,           0.0028191,           0.0049412,            0.001717,            0.001717,            0.001717
                 253,           0.0011443,           0.0011009,            0.014664,             0.72727,              0.9273,             0.88479,             0.88454,           0.0008534,           0.0028144,           0.0049278,            0.001684,            0.001684,            0.001684
                 254,           0.0011315,            0.001117,            0.014989,             0.72891,             0.92778,             0.88479,             0.88453,          0.00085955,           0.0028166,           0.0049157,            0.001651,            0.001651,            0.001651
                 255,           0.0011039,           0.0010853,            0.014288,              0.7271,             0.92742,             0.88503,             0.88497,          0.00087636,           0.0028142,           0.0049082,            0.001618,            0.001618,            0.001618
                 256,           0.0011078,           0.0010798,            0.014499,             0.72624,             0.92834,             0.88515,             0.88508,          0.00087714,            0.002815,           0.0049059,            0.001585,            0.001585,            0.001585
                 257,           0.0011116,           0.0011004,            0.014408,             0.72516,             0.92802,             0.88463,             0.88438,          0.00087642,           0.0028204,           0.0049097,            0.001552,            0.001552,            0.001552
                 258,            0.001062,            0.001047,            0.014626,             0.72246,             0.92839,             0.88446,             0.88421,           0.0008734,           0.0028245,           0.0049167,            0.001519,            0.001519,            0.001519
                 259,           0.0010987,           0.0010887,            0.014685,               0.722,             0.92833,             0.88431,             0.88408,          0.00089032,           0.0028237,           0.0049219,            0.001486,            0.001486,            0.001486
                 260,           0.0010827,           0.0010559,            0.014356,              0.7216,             0.92919,             0.88439,              0.8839,          0.00089827,           0.0028199,           0.0049272,            0.001453,            0.001453,            0.001453
                 261,           0.0010552,            0.001061,            0.014389,             0.72129,             0.92902,             0.88267,             0.88241,          0.00089366,           0.0028152,            0.004936,             0.00142,             0.00142,             0.00142
                 262,           0.0010381,           0.0010532,            0.014338,             0.72061,             0.92771,             0.88057,             0.88007,          0.00090546,            0.002815,            0.004944,            0.001387,            0.001387,            0.001387
                 263,             0.00103,           0.0010743,            0.014246,             0.71305,             0.93795,             0.88135,             0.88048,           0.0009225,            0.002815,            0.004942,            0.001354,            0.001354,            0.001354
                 264,           0.0010119,           0.0010316,            0.014081,             0.71346,             0.93314,             0.88068,             0.87927,          0.00092972,           0.0028125,           0.0049403,            0.001321,            0.001321,            0.001321
                 265,           0.0010154,           0.0010498,            0.014379,             0.70815,             0.93119,             0.88063,             0.87922,          0.00092874,           0.0028098,           0.0049443,            0.001288,            0.001288,            0.001288
                 266,          0.00099118,           0.0010406,            0.013902,             0.70767,             0.93532,             0.87817,             0.87677,          0.00093422,           0.0028133,           0.0049522,            0.001255,            0.001255,            0.001255
                 267,          0.00099136,           0.0010153,            0.014165,             0.70477,             0.92212,             0.87953,             0.87812,          0.00094592,           0.0028202,           0.0049615,            0.001222,            0.001222,            0.001222
                 268,          0.00095489,           0.0010325,            0.013945,             0.70296,             0.92865,             0.87799,             0.87648,          0.00094675,           0.0028229,           0.0049649,            0.001189,            0.001189,            0.001189
                 269,          0.00092883,            0.001007,            0.013909,              0.7029,             0.92205,             0.87815,              0.8761,          0.00095004,           0.0028237,           0.0049698,            0.001156,            0.001156,            0.001156
                 270,          0.00094019,           0.0010169,            0.014022,             0.70237,             0.91903,             0.87737,             0.87535,          0.00094905,           0.0028218,           0.0049708,            0.001123,            0.001123,            0.001123
                 271,           0.0009143,          0.00098875,            0.014088,             0.69178,             0.94422,             0.87691,              0.8749,          0.00094977,            0.002821,           0.0049658,             0.00109,             0.00109,             0.00109
                 272,           0.0009178,          0.00098249,            0.013801,             0.69051,             0.94517,             0.87868,             0.87667,          0.00095001,           0.0028158,           0.0049566,            0.001057,            0.001057,            0.001057
                 273,          0.00088061,          0.00096714,            0.013612,              0.7029,             0.94287,             0.87872,             0.87671,          0.00094936,           0.0028093,            0.004952,            0.001024,            0.001024,            0.001024
                 274,          0.00086318,          0.00096127,            0.013676,             0.70582,             0.94199,             0.87804,             0.87604,          0.00095429,            0.002803,            0.004951,            0.000991,            0.000991,            0.000991
                 275,          0.00085436,          0.00098518,            0.013532,             0.76212,             0.83648,             0.87886,             0.87687,          0.00095372,           0.0028005,           0.0049394,            0.000958,            0.000958,            0.000958
                 276,          0.00086456,          0.00095437,              0.0136,              0.7624,             0.83749,             0.87921,             0.87721,          0.00095254,           0.0027975,           0.0049367,            0.000925,            0.000925,            0.000925
                 277,          0.00083782,          0.00095245,            0.013487,             0.76504,              0.8365,             0.87922,             0.87782,          0.00095569,           0.0027918,           0.0049308,            0.000892,            0.000892,            0.000892
                 278,          0.00082407,          0.00094717,            0.013609,             0.76794,             0.83488,             0.87922,             0.87738,          0.00095265,           0.0027888,           0.0049314,            0.000859,            0.000859,            0.000859
                 279,          0.00080584,          0.00093364,            0.013385,             0.76643,             0.82926,             0.87877,             0.87695,          0.00095402,           0.0027847,           0.0049347,            0.000826,            0.000826,            0.000826
                 280,          0.00079156,          0.00091233,            0.013278,             0.76349,             0.82471,             0.87755,             0.87572,          0.00096028,           0.0027825,           0.0049349,            0.000793,            0.000793,            0.000793
                 281,           0.0007842,          0.00091065,            0.013435,             0.76117,             0.82025,             0.87666,             0.87483,          0.00096219,           0.0027796,           0.0049386,             0.00076,             0.00076,             0.00076
                 282,          0.00078277,          0.00091342,            0.013346,              0.7609,             0.82016,              0.8758,              0.8738,          0.00095202,            0.002779,           0.0049438,            0.000727,            0.000727,            0.000727
                 283,          0.00076014,           0.0009075,            0.013203,             0.77321,             0.81171,             0.87556,             0.87445,           0.0009505,           0.0027755,           0.0049473,            0.000694,            0.000694,            0.000694
                 284,          0.00074175,          0.00089902,            0.013192,              0.7734,             0.81044,             0.87523,             0.87413,          0.00096495,           0.0027763,           0.0049512,            0.000661,            0.000661,            0.000661
                 285,          0.00073448,          0.00090925,            0.013076,             0.77347,             0.80761,             0.87485,             0.87348,          0.00096433,           0.0027785,           0.0049661,            0.000628,            0.000628,            0.000628
                 286,           0.0007081,          0.00089068,            0.013025,             0.77514,             0.80602,             0.87346,              0.8721,          0.00096788,           0.0027771,           0.0049669,            0.000595,            0.000595,            0.000595
                 287,          0.00067493,          0.00088737,            0.013195,             0.77746,             0.80505,             0.87339,             0.87203,          0.00096519,           0.0027796,           0.0049728,            0.000562,            0.000562,            0.000562
                 288,          0.00068196,          0.00087583,            0.012788,             0.78151,             0.80516,             0.87312,             0.87174,          0.00096022,           0.0027831,           0.0049713,            0.000529,            0.000529,            0.000529
                 289,          0.00066241,          0.00086468,            0.012627,             0.78424,             0.80707,             0.87357,              0.8722,          0.00095269,           0.0027869,            0.004968,            0.000496,            0.000496,            0.000496
                 290,          0.00066226,          0.00086739,            0.012594,             0.77037,             0.80342,             0.87272,             0.87135,          0.00095194,           0.0027934,           0.0049677,            0.000463,            0.000463,            0.000463
                 291,          0.00064537,          0.00085368,            0.012713,             0.77124,             0.80348,             0.87222,             0.87084,          0.00095054,           0.0027978,           0.0049746,             0.00043,             0.00043,             0.00043
                 292,          0.00060614,          0.00083657,            0.012501,              0.7727,             0.80269,             0.87166,             0.87029,          0.00094088,           0.0028027,           0.0049831,            0.000397,            0.000397,            0.000397
                 293,           0.0005961,          0.00084037,             0.01261,             0.77145,             0.80459,             0.87154,             0.87017,          0.00093502,           0.0028098,           0.0049898,            0.000364,            0.000364,            0.000364
                 294,          0.00059339,          0.00083371,            0.012556,              0.7026,             0.89493,             0.87179,             0.87042,          0.00093138,           0.0028122,           0.0050011,            0.000331,            0.000331,            0.000331
                 295,          0.00056404,          0.00081097,            0.012517,             0.70351,             0.89833,             0.87231,              0.8711,          0.00093332,           0.0028163,           0.0050119,            0.000298,            0.000298,            0.000298
                 296,          0.00055268,          0.00081334,            0.012549,             0.70346,              0.8992,             0.87225,             0.87104,          0.00093533,           0.0028223,           0.0050191,            0.000265,            0.000265,            0.000265
                 297,          0.00054689,          0.00078102,            0.012478,             0.70312,             0.89878,             0.87143,              0.8707,          0.00092705,            0.002833,           0.0050329,            0.000232,            0.000232,            0.000232
                 298,          0.00053232,          0.00080483,            0.012272,             0.70202,             0.89757,             0.87132,             0.87084,          0.00092625,           0.0028414,           0.0050446,            0.000199,            0.000199,            0.000199
                 299,          0.00051066,           0.0007523,            0.012176,             0.70169,              0.8958,             0.87135,             0.87037,          0.00093262,           0.0028493,           0.0050531,            0.000166,            0.000166,            0.000166
